Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	br_lengths[160]	br_lengths[161]	br_lengths[162]	br_lengths[163]	br_lengths[164]	br_lengths[165]	br_lengths[166]	br_lengths[167]	br_lengths[168]	br_lengths[169]	br_lengths[170]	br_lengths[171]	br_lengths[172]	br_lengths[173]	br_lengths[174]	br_lengths[175]	br_lengths[176]	br_lengths[177]	br_lengths[178]	br_lengths[179]	br_lengths[180]	br_lengths[181]	br_lengths[182]	br_lengths[183]	br_lengths[184]	br_lengths[185]	br_lengths[186]	br_lengths[187]	br_lengths[188]	br_lengths[189]	br_lengths[190]	br_lengths[191]	br_lengths[192]	br_lengths[193]	br_lengths[194]	br_lengths[195]	br_lengths[196]	br_lengths[197]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	rel_br_lengths[160]	rel_br_lengths[161]	rel_br_lengths[162]	rel_br_lengths[163]	rel_br_lengths[164]	rel_br_lengths[165]	rel_br_lengths[166]	rel_br_lengths[167]	rel_br_lengths[168]	rel_br_lengths[169]	rel_br_lengths[170]	rel_br_lengths[171]	rel_br_lengths[172]	rel_br_lengths[173]	rel_br_lengths[174]	rel_br_lengths[175]	rel_br_lengths[176]	rel_br_lengths[177]	rel_br_lengths[178]	rel_br_lengths[179]	rel_br_lengths[180]	rel_br_lengths[181]	rel_br_lengths[182]	rel_br_lengths[183]	rel_br_lengths[184]	rel_br_lengths[185]	rel_br_lengths[186]	rel_br_lengths[187]	rel_br_lengths[188]	rel_br_lengths[189]	rel_br_lengths[190]	rel_br_lengths[191]	rel_br_lengths[192]	rel_br_lengths[193]	rel_br_lengths[194]	rel_br_lengths[195]	rel_br_lengths[196]	rel_br_lengths[197]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-7121.568	-7532.336	410.7679	0.0727087	0.0289566	0.0551664	0.0309918	0.0349306	0.0151321	0.00480398	0.0341618	0.038713	0.014275	0.024305	0.035815	0.0420489	0.0423558	0.0212518	0.0141383	0.0110422	0.0480315	0.0314506	0.0547849	0.0486408	0.0162624	0.0572252	0.0481255	0.0186147	0.0428536	0.00977005	0.015806	0.0262582	0.0800196	0.152681	0.006102	0.0291034	0.126015	0.0392589	0.0540302	0.0114436	0.0585571	0.0272269	0.0174278	0.0891525	0.00392426	0.0122285	0.0155113	0.0122779	0.0363263	0.0191351	0.0264237	0.0730315	0.0612812	0.0601572	0.0211859	0.0705293	0.020425	0.045153	0.0325001	0.0632844	0.0139972	0.0148785	0.0452223	0.0290485	0.023101	0.0185398	0.0295371	0.00703914	0.027026	0.0699324	0.0478105	0.0409174	0.10826	0.0699549	0.0613822	0.0258836	0.0139203	0.025827	0.00882602	0.0186131	0.0108259	0.0131837	0.00414652	0.0237279	0.0164922	0.0632214	0.0255044	0.0394871	0.0491321	0.0259792	0.0112195	0.00909374	0.0330104	0.0128862	0.0390767	0.0487895	0.0266303	0.00550642	0.0281723	0.0114978	0.0297321	0.0508576	0.012594	0.0405767	0.0190289	0.0125049	0.0218647	0.00803307	0.00199053	0.0176984	0.0111258	0.00738441	0.00960505	0.0142916	0.00679352	0.00238091	0.0295591	0.0155364	0.00212367	0.0132185	0.00612875	0.0301192	0.0227175	0.00481536	0.00854308	0.0192383	0.0218301	0.00176377	0.0277853	0.00405831	0.012775	0.0375478	0.00144908	0.0139633	0.0178699	0.00479355	0.0176752	0.0127068	0.00229103	0.00329347	0.0435523	0.0140281	0.00176805	0.0217517	0.0118784	0.00525029	0.0721255	0.0154822	0.0130258	0.0116887	0.00201468	0.0170867	0.0093239	0.0309101	0.00375683	0.0115196	0.0215759	0.0138296	0.00714451	0.0595463	0.00682899	0.0215128	0.0306894	0.0137531	0.0130411	0.0188002	0.0255727	0.0191562	0.00671626	0.000978854	0.00513764	0.0116043	0.00671916	0.00332547	0.000399291	0.0227766	0.00695717	0.00669568	0.0156527	0.162499	0.0128298	0.00433324	0.00694821	0.0256674	0.00365804	0.0113059	0.00825466	0.0333548	0.000518803	0.00580759	0.0135659	0.00411586	0.00917808	0.00731623	0.0234089	0.00335392	0.0211032	0.0303635	0.0234137	0.00184961	0.4175953	1.582405	0.131637	0.371979	0.73453	1.36141	2.68833	7.59667	1.466174	3.789326	0.0144407	0.00575105	0.0109566	0.00615528	0.00693755	0.00300538	0.000954118	0.00678487	0.00768877	0.00283516	0.00482721	0.00711321	0.00835132	0.00841227	0.00422082	0.002808	0.00219308	0.00953952	0.00624638	0.0108808	0.00966053	0.00322987	0.0113655	0.0095582	0.00369705	0.00851115	0.00194043	0.00313923	0.00521512	0.0158927	0.0303239	0.00121192	0.00578022	0.0250279	0.0077972	0.0107309	0.00227282	0.01163	0.00540753	0.00346132	0.0177065	0.000779396	0.00242869	0.0030807	0.0024385	0.00721475	0.00380042	0.005248	0.0145048	0.012171	0.0119478	0.00420772	0.0140078	0.0040566	0.00896783	0.00645484	0.0125689	0.00277998	0.00295501	0.00898158	0.00576931	0.00458808	0.00368219	0.00586635	0.00139804	0.00536763	0.0138893	0.00949564	0.0081266	0.0215016	0.0138937	0.0121911	0.00514074	0.00276471	0.00512949	0.00175293	0.00369674	0.00215012	0.00261841	0.00082354	0.00471258	0.00327551	0.0125564	0.00506542	0.00784252	0.00975811	0.00515972	0.0022283	0.00180611	0.00655619	0.00255933	0.00776101	0.00969006	0.00528904	0.00109363	0.00559529	0.00228357	0.00590509	0.0101008	0.00250129	0.00805894	0.00377932	0.00248359	0.00434254	0.00159545	0.000395339	0.00351508	0.00220969	0.00146662	0.00190766	0.00283845	0.00134926	0.000472873	0.00587072	0.00308568	0.000421781	0.00262533	0.00121723	0.00598196	0.00451191	0.000956377	0.00169674	0.00382091	0.00433567	0.000350301	0.00551843	0.000806019	0.00253724	0.00745736	0.000287801	0.00277324	0.00354914	0.000952046	0.00351048	0.00252369	0.000455022	0.000654115	0.00864991	0.00278611	0.000351152	0.00432011	0.00235917	0.00104276	0.0143248	0.00307492	0.00258705	0.00232148	0.000400135	0.00339358	0.00185182	0.00613904	0.000746142	0.00228791	0.00428518	0.00274669	0.00141897	0.0118265	0.0013563	0.00427264	0.00609522	0.00273149	0.0025901	0.00373389	0.00507898	0.00380461	0.00133391	0.00019441	0.00102039	0.00230473	0.00133449	0.00066047	7.9303e-05	0.00452366	0.00138176	0.00132983	0.00310878	0.0322738	0.00254813	0.000860623	0.00137998	0.00509779	0.000726522	0.00224546	0.00163946	0.00662458	0.000103039	0.00115344	0.00269432	0.00081745	0.00182285	0.00145307	0.00464924	0.000666122	0.00419129	0.00603049	0.0046502	0.00036735	0.791202	0.208798	5.035001
36	-7110.567	-7523.182	412.6151	0.0387433	0.0244914	0.103381	0.0213505	0.0288021	0.0234432	0.00618746	0.0282654	0.0305119	0.0167528	0.0201772	0.0182181	0.0229115	0.0244517	0.0167498	0.0110512	0.00988894	0.0282137	0.020872	0.033745	0.00897222	0.0186652	0.0344312	0.0312274	0.0305729	0.0327326	0.00756714	0.0204837	0.0215154	0.0711166	0.08836	0.00209455	0.0357245	0.135305	0.0247594	0.0280122	0.00457472	0.0305553	0.021704	0.01341	0.05118	0.00104458	0.00963793	0.0129525	0.00453636	0.0339918	0.0333637	0.0344321	0.0332212	0.0316627	0.0498623	0.0323425	0.025615	0.0283856	0.0458854	0.0389812	0.0681251	0.00765759	0.0146154	0.0402291	0.0218487	0.041909	0.0287466	0.0305983	0.00646984	0.0290759	0.0525753	0.00492484	0.0107121	0.0875649	0.024931	0.0722603	0.011763	0.00490253	0.0198778	0.0159633	0.0106977	0.0130592	0.0181954	0.00713585	0.0227538	0.0314782	0.0525169	0.0177995	0.0187015	0.0482228	0.0155076	0.0107393	0.00476235	0.0287955	0.00344683	0.0286639	0.0384537	0.0337487	0.00592642	0.0465872	0.0142238	0.0176496	0.0328725	0.0268778	0.0547916	0.017147	0.00403915	0.0106045	0.00298229	0.00359664	0.0193256	0.00559183	0.0154313	0.00718569	0.0448131	0.00225117	0.00370648	0.00833964	0.0122451	0.000950923	0.00270415	0.00348642	0.0237386	0.0037995	0.0143787	0.0035762	0.0129229	0.0294615	0.00908994	0.0288332	0.00294934	0.00588988	0.0495173	0.0010279	0.0145259	0.00413093	0.0011401	0.00786583	0.0122698	0.0121093	0.0140952	0.0125873	0.0100949	0.00775306	0.011068	0.00695523	0.00728333	0.0610588	0.00958455	0.0102664	0.0268189	0.00201648	0.0160751	0.00855583	0.0118011	0.00455242	0.0136062	0.006599	0.0108999	0.00683318	0.0222278	0.00557057	0.0127283	0.0155571	0.0150987	0.00543783	0.00099629	0.0201553	0.00578688	0.00552437	0.000604901	0.00625265	0.00899485	0.00527525	0.00897474	0.0122616	0.0367878	0.00681217	0.00520186	0.00898376	0.0521304	0.023338	0.00128646	0.00370825	0.0125757	0.00222553	0.00327289	0.00619637	0.0236307	0.00266646	0.0270435	0.00879006	0.00980379	0.0166139	0.0134572	0.0368087	0.00186598	0.0105937	0.0280003	0.0121146	0.000583432	0.4660931	1.533907	0.108384	0.338338	0.713126	1.40228	2.95563	9.22643	1.606711	3.290988	0.009634	0.00609008	0.0257071	0.00530907	0.007162	0.00582943	0.00153859	0.00702854	0.00758716	0.00416578	0.0050173	0.00453015	0.00569724	0.00608022	0.00416504	0.00274802	0.00245901	0.00701568	0.00519009	0.00839113	0.00223105	0.00464133	0.00856174	0.00776508	0.00760233	0.00813936	0.00188166	0.00509352	0.00535008	0.017684	0.0219718	0.000520836	0.00888334	0.0336452	0.00615672	0.00696559	0.00113756	0.00759796	0.00539697	0.00333455	0.0127265	0.000259747	0.00239659	0.00322081	0.00112802	0.00845249	0.00829631	0.00856196	0.00826087	0.00787332	0.0123989	0.00804236	0.00636948	0.00705844	0.01141	0.00969315	0.0169402	0.00190415	0.00363429	0.0100035	0.00543295	0.0104212	0.00714819	0.00760866	0.00160881	0.00723007	0.0130735	0.00122462	0.00266369	0.0217741	0.00619941	0.0179684	0.00292503	0.00121908	0.00494287	0.00396948	0.00266011	0.00324734	0.00452452	0.00177442	0.00565802	0.00782745	0.013059	0.00442607	0.00465035	0.0119912	0.00385615	0.00267045	0.00118422	0.00716035	0.000857098	0.00712763	0.009562	0.00839203	0.00147368	0.0115845	0.00353693	0.00438879	0.00817415	0.00668351	0.0136246	0.00426382	0.00100439	0.00263694	0.000741585	0.000894349	0.00480556	0.00139048	0.00383719	0.00178681	0.0111433	0.000559782	0.000921662	0.00207375	0.0030449	0.000236459	0.00067242	0.000866941	0.0059029	0.000944793	0.00357544	0.000889267	0.00321344	0.00732597	0.00226033	0.00716973	0.000733389	0.00146459	0.0123131	0.0002556	0.00361203	0.00102721	0.0002835	0.00195594	0.00305104	0.00301113	0.00350495	0.00312998	0.00251023	0.00192789	0.0027522	0.0017295	0.00181109	0.015183	0.00238332	0.00255286	0.00666885	0.000501424	0.00399727	0.00212751	0.00293448	0.00113201	0.00338334	0.00164092	0.00271039	0.00169916	0.00552722	0.00138519	0.00316504	0.00386847	0.00375448	0.00135218	0.00024774	0.00501186	0.00143898	0.0013737	0.000150416	0.0015548	0.00223668	0.00131176	0.00223168	0.00304899	0.00914775	0.00169393	0.00129351	0.00223392	0.0129629	0.00580329	0.000319894	0.000922101	0.00312711	0.000553406	0.000813845	0.00154081	0.00587607	0.000663049	0.00672471	0.00218576	0.00243783	0.00413125	0.0033463	0.00915294	0.000463999	0.00263424	0.00696263	0.00301244	0.000145078	0.766953	0.233047	4.021516
72	-7128.088	-7540.507	412.4192	0.0391346	0.024306	0.0724898	0.0380017	0.0295584	0.0105017	0.00730218	0.0209777	0.0302809	0.00447051	0.0170848	0.0143856	0.0149792	0.0376317	0.00995434	0.0109675	0.0314273	0.0280001	0.0191646	0.0553632	0.0141904	0.0287336	0.0241046	0.0490185	0.0246841	0.0231675	0.00710275	0.0148943	0.0410786	0.0820833	0.056996	0.00869139	0.0474572	0.170014	0.0135988	0.0278721	0.00458688	0.0310835	0.025174	0.0165281	0.045005	0.00125409	0.0037237	0.00513624	0.00235267	0.0363835	0.0324451	0.0395729	0.0753483	0.0362462	0.0375769	0.0266157	0.0258341	0.0131396	0.0455381	0.0285018	0.0434814	0.0132815	0.0144654	0.0425944	0.0242939	0.0248992	0.022343	0.0270752	0.0165095	0.0406753	0.0527314	0.0210484	0.0333015	0.0521388	0.0228381	0.0778474	0.011674	0.00462206	0.00732621	0.0130631	0.00491534	0.0138591	0.0176252	0.00373824	0.0205688	0.0233152	0.0492476	0.0196467	0.0423349	0.0796913	0.0200457	0.0174132	0.00760374	0.0330303	0.00546866	0.0203846	0.0532821	0.0235772	0.00325164	0.0324403	0.0073241	0.03109	0.0203335	0.0178283	0.0508191	0.0119227	0.0118906	0.0148006	0.00404873	0.00721773	0.00781949	0.0091594	0.0104155	0.00539731	0.0201812	0.00866904	0.00282933	0.00762275	0.0129621	0.00207085	0.0214645	0.0122731	0.0175214	0.00507106	0.0168163	0.00437349	0.0245235	0.0218259	0.0167465	0.0446953	0.00693251	0.00391961	0.0526823	0.00292935	0.0128955	0.00426327	0.000216578	0.00708856	0.028969	0.00942022	0.014608	0.00601841	0.0163222	0.0225042	0.0167576	0.00388082	0.00476499	0.0528942	0.0116906	0.00226227	0.0266159	0.00200122	0.0213478	0.0108566	0.0263245	0.00409543	0.000713479	0.00735743	0.00240953	0.0134506	0.0316039	0.00586471	0.00515919	0.0122293	0.0160037	0.00513966	0.0097944	0.0360355	0.00374767	0.00117388	0.00347193	0.00455994	0.0111268	0.00470454	0.0110778	0.0102729	0.016998	0.0118187	0.00439034	0.0153149	0.0587928	0.0218314	0.00907176	0.00250211	0.000260682	0.00494036	0.00397233	0.00284757	0.0191499	0.00104821	0.0268388	0.00424841	0.00540017	0.00495977	0.00939559	0.0163492	0.00173356	0.0145979	0.0188241	0.0156389	0.00109131	0.4024398	1.59756	0.124543	0.362064	0.728365	1.37294	2.76194	8.02934	1.506227	3.969688	0.00966464	0.00600259	0.017902	0.00938487	0.00729971	0.00259348	0.00180334	0.00518063	0.00747815	0.00110403	0.00421925	0.00355267	0.00369926	0.00929349	0.00245831	0.00270854	0.00776125	0.00691488	0.00473287	0.0136724	0.00350445	0.00709602	0.00595286	0.0121056	0.00609595	0.00572143	0.00175409	0.00367829	0.0101447	0.0202712	0.0140757	0.00214642	0.01172	0.0419864	0.00335835	0.00688326	0.00113277	0.00767635	0.00621695	0.00408176	0.0111144	0.000309708	0.000919602	0.00126844	0.000581013	0.00898522	0.00801261	0.0097729	0.0186079	0.00895133	0.00927996	0.00657299	0.00637996	0.00324494	0.011246	0.00703877	0.0107381	0.00327999	0.00357235	0.0105191	0.0059996	0.00614909	0.0055178	0.00668647	0.00407718	0.0100451	0.0130225	0.00519809	0.00822412	0.0128761	0.00564009	0.0192251	0.002883	0.00114146	0.00180927	0.00322605	0.00121389	0.00342263	0.0043527	0.000923193	0.00507965	0.00575789	0.0121621	0.00485194	0.010455	0.0196805	0.00495048	0.00430034	0.00187781	0.00815714	0.00135053	0.00503417	0.0131585	0.0058226	0.000803022	0.00801142	0.00180875	0.00767796	0.00502155	0.00440286	0.0125502	0.00294441	0.00293649	0.00365515	0.000999871	0.00178248	0.00193109	0.002262	0.00257221	0.00133291	0.00498393	0.0021409	0.000698728	0.00188251	0.0032011	0.000511414	0.00530086	0.00303096	0.00432708	0.00125234	0.00415293	0.00108007	0.0060563	0.0053901	0.0041357	0.0110379	0.00171205	0.000967984	0.0130104	0.000723429	0.00318466	0.00105285	5.34859e-05	0.00175058	0.00715416	0.00232641	0.00360758	0.0014863	0.00403092	0.00555763	0.00413843	0.000958405	0.00117676	0.0130627	0.00288709	0.000558688	0.00657304	0.00049422	0.00527203	0.00268114	0.00650108	0.0010114	0.0001762	0.00181698	0.000595056	0.00332174	0.00780486	0.00144834	0.00127411	0.00302013	0.00395225	0.00126929	0.00241882	0.0088993	0.000925522	0.000289901	0.000857424	0.00112612	0.00274787	0.00116183	0.00273577	0.00253699	0.00419781	0.00291875	0.00108423	0.00378215	0.0145194	0.00539146	0.00224035	0.00061792	6.43777e-05	0.00122007	0.000981004	0.000703232	0.00472923	0.000258865	0.0066281	0.00104918	0.00133362	0.00122486	0.00232033	0.00403759	0.000428119	0.00360509	0.00464879	0.00386217	0.000269509	0.79878	0.20122	4.049254
108	-7121.659	-7534.276	412.6169	0.0500928	0.0450081	0.0226789	0.0269856	0.0101343	0.0136235	0.00823528	0.0361684	0.0156471	0.00669706	0.0244072	0.0136622	0.0191708	0.0201234	0.000860581	0.00993975	0.0164612	0.0237108	0.0163597	0.0522787	0.0109834	0.0322971	0.025488	0.0238576	0.0218378	0.0252128	0.00908251	0.01932	0.0169988	0.0712963	0.0396005	0.00512865	0.0447523	0.160542	0.0246573	0.023425	0.00310218	0.0273372	0.0116104	0.00886334	0.0407097	0.0064151	0.00757524	0.0114785	0.00638666	0.0343564	0.0155768	0.0305055	0.0683781	0.0268419	0.0523551	0.0285019	0.01765	0.00941349	0.050092	0.0370757	0.0563163	0.0171168	0.0144028	0.0402213	0.0239766	0.023512	0.0210982	0.0167837	0.0120702	0.0212435	0.0547341	0.0201652	0.0293462	0.0467782	0.0291803	0.0918275	0.030059	0.00551285	0.0165769	0.00846874	0.00412394	0.0202941	0.0214306	0.00448915	0.0238317	0.0496151	0.0617431	0.0143557	0.0303443	0.0536787	0.0202845	0.0250649	0.0230369	0.0308547	0.00524372	0.0149018	0.0323409	0.025428	0.00730579	0.0301852	0.0200273	0.0202752	0.0431121	0.016835	0.0479878	0.00382043	0.0143945	0.0134089	0.00186291	0.00569248	0.00548906	0.010334	0.0244633	0.0095204	0.0340622	0.00857149	0.000812256	0.0150756	0.0177784	0.00611438	0.016467	0.0230037	0.0180282	0.0151074	0.00124626	0.000975163	0.0103086	0.0221248	0.0101211	0.0404767	0.00980402	0.00129904	0.0310402	0.00929616	0.0196643	0.00366071	0.0011037	0.00610554	0.0253358	0.00892044	0.00247843	0.0199311	0.0062042	0.0300034	0.010759	0.00767577	0.00465674	0.0602943	0.0121502	0.00135938	0.00972465	0.00363106	0.0149813	0.000940938	0.0308751	0.00512544	0.00102664	0.00931081	0.00309073	0.0194496	0.0330836	0.00273544	0.00263173	0.0172616	0.0160485	0.000483342	0.0195893	0.00985432	0.0108294	0.00504264	0.00758874	0.0043059	0.00548584	0.00461018	0.00549265	0.00369683	0.0396247	0.00700859	0.000560225	0.00571002	0.0880271	0.00237699	0.00301756	0.00139297	0.000195138	0.00295747	0.00705762	0.00567094	0.00474211	0.00555344	0.0044173	0.0136967	0.00509931	0.00173501	0.0108436	0.015967	0.00154711	0.0040597	0.0189716	0.0292293	0.00498507	0.3972309	1.602769	0.101663	0.327937	0.706212	1.416	3.04937	9.83646	1.653005	4.034855	0.0130468	0.0117225	0.00590676	0.00702847	0.00263949	0.00354828	0.0021449	0.00942015	0.00407532	0.00174426	0.00635692	0.00355835	0.00499309	0.00524117	0.00022414	0.00258883	0.00428734	0.00617554	0.00426092	0.0136161	0.00286065	0.00841186	0.00663841	0.00621377	0.0056877	0.00656674	0.00236556	0.00503194	0.00442736	0.0185693	0.010314	0.00133577	0.0116558	0.0418135	0.00642205	0.0061011	0.000807969	0.00712002	0.00302395	0.00230848	0.0106029	0.00167083	0.00197299	0.0029896	0.00166342	0.00894821	0.004057	0.00794523	0.0178092	0.00699104	0.013636	0.00742339	0.00459699	0.00245177	0.0130466	0.00965646	0.0146677	0.00445811	0.00375123	0.0104757	0.00624476	0.00612376	0.00549507	0.00437135	0.00314371	0.00553293	0.0142556	0.00525206	0.00764328	0.0121835	0.00760006	0.0239167	0.00782893	0.00143583	0.00431748	0.0022057	0.00107409	0.00528565	0.00558166	0.00116921	0.00620703	0.0129224	0.0160811	0.00373897	0.00790325	0.0139807	0.00528315	0.0065282	0.00600002	0.00803617	0.00136574	0.00388122	0.00842326	0.00662278	0.00190281	0.00786181	0.00521615	0.00528072	0.0112286	0.00438472	0.0124985	0.000995039	0.00374907	0.00349237	0.000485199	0.00148262	0.00142964	0.00269151	0.00637153	0.00247961	0.00887157	0.00223246	0.000211554	0.00392647	0.00463043	0.0015925	0.00428886	0.00599137	0.00469549	0.00393475	0.000324591	0.000253983	0.0026849	0.00576246	0.00263605	0.0105422	0.00255348	0.000338337	0.00808448	0.00242121	0.0051216	0.000953441	0.000287462	0.0015902	0.00659877	0.00232335	0.000645512	0.0051911	0.0016159	0.00781445	0.00280221	0.00199917	0.00121286	0.0157038	0.00316455	0.000354053	0.00253281	0.000945717	0.00390193	0.000245069	0.0080415	0.00133493	0.000267392	0.00242502	0.000804988	0.0050657	0.00861669	0.00071245	0.000685441	0.00449581	0.00417988	0.000125887	0.00510208	0.00256658	0.00282055	0.00131337	0.0019765	0.00112148	0.0014288	0.00120073	0.00143057	0.000962846	0.0103203	0.0018254	0.000145912	0.00148719	0.0229269	0.000619091	0.000785931	0.000362803	5.08242e-05	0.00077028	0.00183817	0.00147701	0.00123509	0.00144641	0.00115049	0.00356733	0.00132813	0.000451887	0.00282424	0.00415864	0.000402947	0.00105736	0.00494121	0.00761284	0.00129837	0.801385	0.198615	3.839476
